state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Mississippi,Noxubee,28103,1240,4040,5341,23.22%,75.64%,98.86%,LEFT,10417
Mississippi,Oktibbeha,28105,9004,10299,19812,45.45%,51.98%,97.43%,LEFT,49587
Mississippi,Panola,28107,8060,7403,15635,51.55%,47.35%,98.90%,RIGHT,34192
Mississippi,Pearl River,28109,19595,4148,24056,81.46%,17.24%,98.70%,RIGHT,55535
Mississippi,Perry,28111,4500,1362,5922,75.99%,23.00%,98.99%,RIGHT,11973
Mississippi,Pike,28113,8479,8646,17360,48.84%,49.80%,98.65%,LEFT,39288
Mississippi,Pontotoc,28115,11550,2614,14377,80.34%,18.18%,98.52%,RIGHT,32174
Mississippi,Prentiss,28117,8312,2139,10588,78.50%,20.20%,98.71%,RIGHT,25126
Mississippi,Quitman,28119,1026,2150,3229,31.77%,66.58%,98.36%,LEFT,6792
Mississippi,Rankin,28121,50895,18847,70655,72.03%,26.67%,98.71%,RIGHT,155271
Mississippi,Scott,28123,6285,4330,10744,58.50%,40.30%,98.80%,RIGHT,28124
Mississippi,Sharkey,28125,688,1465,2183,31.52%,67.11%,98.63%,LEFT,4321
Mississippi,Simpson,28127,7635,4037,11820,64.59%,34.15%,98.75%,RIGHT,26658
Mississippi,Smith,28129,6458,1791,8327,77.55%,21.51%,99.06%,RIGHT,15916
Mississippi,Stone,28131,5964,1802,7878,75.70%,22.87%,98.58%,RIGHT,18336
Mississippi,Sunflower,28133,2799,6781,9683,28.91%,70.03%,98.94%,LEFT,25110
Mississippi,Tallahatchie,28135,2488,3105,5691,43.72%,54.56%,98.28%,LEFT,13809
Mississippi,Tate,28137,8707,4183,13101,66.46%,31.93%,98.39%,RIGHT,28321
Mississippi,Tippah,28139,8054,1937,10102,79.73%,19.17%,98.90%,RIGHT,22015
Mississippi,Tishomingo,28141,7933,1059,9147,86.73%,11.58%,98.31%,RIGHT,19383
Mississippi,Tunica,28143,926,2580,3565,25.97%,72.37%,98.35%,LEFT,9632
Mississippi,Union,28145,10373,2160,12683,81.79%,17.03%,98.82%,RIGHT,28815
Mississippi,Walthall,28147,4220,2835,7122,59.25%,39.81%,99.06%,RIGHT,14286
Mississippi,Warren,28149,10365,10442,21056,49.23%,49.59%,98.82%,LEFT,45381
Mississippi,Washington,28151,5300,12503,18025,29.40%,69.36%,98.77%,LEFT,43909
Mississippi,Wayne,28153,6307,3624,10065,62.66%,36.01%,98.67%,RIGHT,20183
Mississippi,Webster,28155,4291,1043,5402,79.43%,19.31%,98.74%,RIGHT,9689
Mississippi,Wilkinson,28157,1324,2749,4130,32.06%,66.56%,98.62%,LEFT,8630
Mississippi,Winston,28159,5112,4040,9244,55.30%,43.70%,99.00%,RIGHT,17955
Mississippi,Yalobusha,28161,3671,2785,6538,56.15%,42.60%,98.75%,RIGHT,12108
Mississippi,Yazoo,28163,4832,5496,10441,46.28%,52.64%,98.92%,LEFT,29690
