state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Puerto Rico,Rio Grande,72119,4891,5363,15940,30.68%,33.64%,64.33%,LEFT,48025
Puerto Rico,Sabana Grande,72121,2047,3351,7944,25.77%,42.18%,67.95%,LEFT,21712
Puerto Rico,Salinas,72123,2983,3506,9516,31.35%,36.84%,68.19%,LEFT,27128
Puerto Rico,San German,72125,3929,4207,12497,31.44%,33.66%,65.10%,LEFT,30227
Puerto Rico,San Juan,72127,39269,30799,123698,31.75%,24.90%,56.64%,RIGHT,318441
Puerto Rico,San Lorenzo,72129,5526,5075,15705,35.19%,32.31%,67.50%,RIGHT,35989
Puerto Rico,San Sebastian,72131,5289,5796,15705,33.68%,36.91%,70.58%,LEFT,35528
Puerto Rico,Santa Isabel,72133,3226,3153,9245,34.89%,34.10%,69.00%,RIGHT,21209
Puerto Rico,Toa Alta,72135,6786,6175,22292,30.44%,27.70%,58.14%,RIGHT,72025
Puerto Rico,Toa Baja,72137,8373,6731,26284,31.86%,25.61%,57.46%,RIGHT,74271
Puerto Rico,Trujillo Alto,72139,6733,6518,23571,28.56%,27.65%,56.22%,RIGHT,63674
Puerto Rico,Utuado,72141,4538,4433,11918,38.08%,37.20%,75.27%,RIGHT,27395
Puerto Rico,Vega Alta,72143,4046,4066,12493,32.39%,32.55%,64.93%,LEFT,36061
Puerto Rico,Vega Baja,72145,5356,6181,18539,28.89%,33.34%,62.23%,LEFT,50023
Puerto Rico,Vieques,72147,901,1129,2956,30.48%,38.19%,68.67%,LEFT,8386
Puerto Rico,Villalba,72149,4455,4956,11969,37.22%,41.41%,78.63%,LEFT,21372
Puerto Rico,Yabucoa,72151,5256,5833,14457,36.36%,40.35%,76.70%,LEFT,32282
Puerto Rico,Yauco,72153,4999,4256,13938,35.87%,30.54%,66.40%,RIGHT,33575
