state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Colorado,La Plata,8067,14233,20548,35667,39.91%,57.61%,97.52%,LEFT,56221
Colorado,Larimer,8069,91489,126120,224338,40.78%,56.22%,97.00%,LEFT,356899
Colorado,Las Animas,8071,4284,3497,7961,53.81%,43.93%,97.74%,RIGHT,14506
Colorado,Lincoln,8073,2135,470,2651,80.54%,17.73%,98.26%,RIGHT,5701
Colorado,Logan,8075,8087,2218,10532,76.79%,21.06%,97.84%,RIGHT,22409
Colorado,Mesa,8077,56894,31536,90622,62.78%,34.80%,97.58%,RIGHT,154210
Colorado,Mineral,8079,427,317,756,56.48%,41.93%,98.41%,RIGHT,769
Colorado,Moffat,8081,5670,1203,7026,80.70%,17.12%,97.82%,RIGHT,13283
Colorado,Montezuma,8083,9306,5836,15500,60.04%,37.65%,97.69%,RIGHT,26183
Colorado,Montrose,8085,16770,7687,24922,67.29%,30.84%,98.13%,RIGHT,42758
Colorado,Morgan,8087,9593,3876,13744,69.80%,28.20%,98.00%,RIGHT,29068
Colorado,Otero,8089,5756,3605,9576,60.11%,37.65%,97.75%,RIGHT,18278
Colorado,Ouray,8091,1577,2365,4020,39.23%,58.83%,98.06%,LEFT,4952
Colorado,Park,8093,6991,4903,12290,56.88%,39.89%,96.78%,RIGHT,18845
Colorado,Phillips,8095,1958,486,2485,78.79%,19.56%,98.35%,RIGHT,4265
Colorado,Pitkin,8097,2780,8989,11957,23.25%,75.18%,98.43%,LEFT,17767
Colorado,Prowers,8099,4008,1458,5561,72.07%,26.22%,98.29%,RIGHT,12172
Colorado,Pueblo,8101,42252,43772,88299,47.85%,49.57%,97.42%,LEFT,168424
Colorado,Rio Blanco,8103,3061,561,3691,82.93%,15.20%,98.13%,RIGHT,6324
Colorado,Rio Grande,8105,3660,2495,6305,58.05%,39.57%,97.62%,RIGHT,11267
Colorado,Routt,8107,5925,10582,16876,35.11%,62.70%,97.81%,LEFT,25638
Colorado,Saguache,8109,1413,1884,3389,41.69%,55.59%,97.29%,LEFT,6824
Colorado,San Juan,8111,202,342,563,35.88%,60.75%,96.63%,LEFT,728
Colorado,San Miguel,8113,1136,3924,5147,22.07%,76.24%,98.31%,LEFT,8179
Colorado,Sedgwick,8115,1121,301,1446,77.52%,20.82%,98.34%,RIGHT,2248
Colorado,Summit,8117,5319,12620,18465,28.81%,68.35%,97.15%,LEFT,31011
Colorado,Teller,8119,11241,5278,16939,66.36%,31.16%,97.52%,RIGHT,25388
Colorado,Washington,8121,2595,369,3008,86.27%,12.27%,98.54%,RIGHT,4908
Colorado,Weld,8123,96145,66060,166968,57.58%,39.56%,97.15%,RIGHT,324492
Colorado,Yuma,8125,4107,785,4981,82.45%,15.76%,98.21%,RIGHT,10019
